Ticker,Company,Pattern,Start Date,End Date,Width,API Start Date,API End Date,Breakout Date,Have Data
PEO,PEKAO (PEO),falling_wedge,2023-06-22,2023-07-07,15,2023-05-08,2023-08-21,7/18/2023,False
,WIG-LEKI,inverted_triangle,2023-04-24,2023-05-08,14,2023-03-13,2023-06-19,7/18/2023,False
BOS,BOS,resistance,2023-05-29,2023-06-28,30,2023-02-28,2023-09-26,,False
CPS,CYFRPLSAT (CPS),downtrend,2023-03-12,2023-06-19,99,2022-05-19,2024-04-11,,False
TRK,TRAKCJA (TRK),downtrend,2023-05-12,2023-07-18,67,2022-10-23,2024-02-04,,False
,WIG-PALIWA,resistance,2022-12-29,2023-03-02,63,2022-06-23,2023-09-07,,False
ENA,ENEA (ENA),rising_wedge,2022-12-05,2023-03-06,91,2022-03-07,2023-12-04,7/17/2023,False
ENA,ENEA (ENA),rising_wedge,2022-12-07,2023-03-17,100,2022-02-10,2024-01-11,7/17/2023,False
DVL,DEVELIA (DVL),rising_wedge,2023-04-07,2023-05-24,47,2022-11-17,2023-10-12,7/17/2023,False
MSW,MOSTALWAR (MSW),rising_wedge,2022-11-15,2022-12-29,44,2022-07-06,2023-05-10,7/17/2023,False
MSW,MOSTALWAR (MSW),double_top,2022-12-24,2023-01-12,19,2022-10-28,2023-03-10,7/17/2023,False
MSW,MOSTALWAR (MSW),double_top,2023-06-20,2023-06-28,8,2023-05-27,2023-07-22,7/17/2023,False
,WIG-ENERG,double_top,2023-05-17,2023-05-24,7,2023-04-26,2023-06-14,7/17/2023,False
TPE,TAURONPE (TPE),double_top,2023-07-01,2023-07-07,6,2023-06-13,2023-07-25,7/17/2023,False
MWIG40,MWIG40,h&s_top,2023-02-28,2023-03-22,22,2022-12-24,2023-05-27,7/17/2023,False
PGE,PGE,double_top,2023-04-25,2023-05-03,8,2023-04-01,2023-05-27,7/17/2023,False
ETFBM40TR,ETFBM40TR,double_top,2023-04-26,2023-05-12,16,2023-03-09,2023-06-29,7/17/2023,False
TRK,TRAKCJA (TRK),falling_wedge,2023-05-28,2023-06-27,30,2023-02-27,2023-09-25,,False
MWIG40,MWIG40,double_top,2023-04-26,2023-05-12,16,2023-03-09,2023-06-29,7/17/2023,False
ETFBM40TR,ETFBM40TR,h&s_top,2023-05-19,2023-05-30,11,2023-04-16,2023-07-02,7/17/2023,False
ETFBM40TR,ETFBM40TR,rising_wedge,2023-04-13,2023-06-23,71,2022-09-12,2024-01-22,7/17/2023,False
BDX,BUDIMEX (BDX),ascending_triangle,2023-06-04,2023-07-07,33,2023-02-25,2023-10-14,7/17/2023,False
BDX,BUDIMEX (BDX),flat_base,2023-06-04,2023-07-04,30,2023-03-06,2023-10-02,7/17/2023,False
,WIG-ENERG,rising_wedge,2023-06-05,2023-07-07,32,2023-03-01,2023-10-11,7/17/2023,False
BDX,BUDIMEX (BDX),rising_wedge,2023-06-07,2023-07-07,30,2023-03-09,2023-10-05,7/17/2023,False
MWIG40,MWIG40,h&s_top,2023-05-19,2023-05-30,11,2023-04-16,2023-07-02,7/17/2023,False
WLT,WIELTON (WLT),h&s_bottom,2023-06-22,2023-07-12,20,2023-04-23,2023-09-10,7/17/2023,False
ENA,ENEA (ENA),double_bottom,2023-06-17,2023-06-28,11,2023-05-15,2023-07-31,7/17/2023,False
MAB,MABION (MAB),double_bottom,2023-06-08,2023-06-22,14,2023-04-27,2023-08-03,,False
ENA,ENEA (ENA),descending_triangle,2023-06-12,2023-07-05,23,2023-04-04,2023-09-12,7/17/2023,False
STP,STALPROD (STP),falling_wedge,2023-06-12,2023-06-29,17,2023-04-22,2023-08-19,7/17/2023,False
ENA,ENEA (ENA),double_bottom,2023-06-06,2023-06-14,8,2023-05-13,2023-07-08,7/17/2023,False
UNI,UNIBEP (UNI),falling_wedge,2023-06-17,2023-07-12,25,2023-04-03,2023-09-25,7/17/2023,False
ETFBW20ST,ETFBW20ST,double_bottom,2023-06-13,2023-06-28,15,2023-04-29,2023-08-12,,False
ETFBM40TR,ETFBM40TR,rising_wedge,2023-06-19,2023-07-07,18,2023-04-26,2023-08-30,7/17/2023,False
ETFBM40TR,ETFBM40TR,rising_wedge,2023-06-09,2023-07-05,26,2023-03-23,2023-09-21,7/17/2023,False
MWIG40,MWIG40,rising_wedge,2023-06-19,2023-07-07,18,2023-04-26,2023-08-30,7/17/2023,False
LTX,LENTEX (LTX),triangle,2023-03-17,2023-04-19,33,2022-12-08,2023-07-27,7/17/2023,False
ASB,ASBIS (ASB),double_bottom,2023-07-01,2023-07-10,9,2023-06-04,2023-08-06,7/17/2023,False
LTX,LENTEX (LTX),descending_triangle,2023-03-17,2023-04-20,34,2022-12-05,2023-07-31,7/17/2023,False
LTX,LENTEX (LTX),descending_triangle,2023-04-10,2023-04-27,17,2023-02-18,2023-06-17,7/17/2023,False
,WIG-LEKI,horizontal_channel,2023-06-05,2023-07-11,36,2023-02-17,2023-10-27,7/17/2023,False
AGO,AGORA (AGO),uptrend,2023-05-21,2023-07-14,54,2022-12-10,2023-12-23,,False
LWB,BOGDANKA (LWB),downtrend,2023-03-22,2023-07-05,105,2022-05-11,2024-05-15,,False
SGN,SYGNITY (SGN),uptrend,2023-04-09,2023-06-23,75,2022-08-27,2024-02-03,,False
TOR,TORPOL (TOR),downtrend,2023-02-13,2023-04-06,52,2022-09-10,2023-09-09,,False
XTP,XTPL (XTP),vertical_run_up,2023-04-02,2023-04-11,9,2023-03-06,2023-05-08,7/14/2023,False
AST,ASTARTA (AST),double_top,2023-04-30,2023-05-08,8,2023-04-06,2023-06-01,,False
XTP,XTPL (XTP),rising_wedge,2023-06-06,2023-07-07,31,2023-03-05,2023-10-08,7/14/2023,False
XTP,XTPL (XTP),ascending_triangle,2023-06-25,2023-07-12,17,2023-05-05,2023-09-01,,False
,WIG-MEDIA,double_top,2023-03-20,2023-04-14,25,2023-01-04,2023-06-28,7/14/2023,False
ECH,ECHO (ECH),double_top,2023-04-16,2023-04-26,10,2023-03-17,2023-05-26,7/14/2023,False
ETFBW20TR,ETFBW20TR,vertical_run_up,2023-04-11,2023-04-20,9,2023-03-15,2023-05-17,7/14/2023,False
ERB,ERBUD (ERB),triangle,2023-06-14,2023-06-27,13,2023-05-06,2023-08-05,7/14/2023,False
,WIG-BUDOW,double_top,2023-04-19,2023-04-28,9,2023-03-23,2023-05-25,7/14/2023,False
IFI,IFIRMA (IFI),double_bottom,2023-06-09,2023-06-19,10,2023-05-10,2023-07-19,7/14/2023,False
ETFBM40TR,ETFBM40TR,rising_wedge,2023-04-10,2023-06-01,52,2022-11-05,2023-11-04,7/14/2023,False
LVC,LIVECHAT (LVC),descending_channel,2023-03-25,2023-04-18,24,2023-01-12,2023-06-29,7/14/2023,False
ERB,ERBUD (ERB),double_bottom,2023-06-20,2023-07-14,24,2023-04-09,2023-09-24,7/14/2023,False
WIG30,WIG30,double_top,2023-05-06,2023-05-17,11,2023-04-03,2023-06-19,7/14/2023,False
ERB,ERBUD (ERB),double_bottom,2023-06-16,2023-06-26,10,2023-05-17,2023-07-26,7/14/2023,False
WIG20,WIG20,double_top,2023-05-06,2023-05-17,11,2023-04-03,2023-06-19,7/14/2023,False
,WIG-BUDOW,double_top,2023-05-14,2023-05-30,16,2023-03-27,2023-07-17,7/14/2023,False
WIGDIV,WIGDIV,double_top,2023-05-27,2023-06-06,10,2023-04-27,2023-07-06,7/14/2023,False
,WIG-LEKI,ascending_triangle,2023-04-19,2023-06-01,43,2022-12-11,2023-10-08,,False
EAH,ESOTIQ (EAH),double_bottom,2023-06-29,2023-07-10,11,2023-05-27,2023-08-12,7/14/2023,False
BDX,BUDIMEX (BDX),rising_wedge,2023-06-08,2023-06-22,14,2023-04-27,2023-08-03,7/14/2023,False
FRO,FERRO (FRO),falling_wedge,2023-06-09,2023-06-22,13,2023-05-01,2023-07-31,7/14/2023,False
ETFBWTECH,ETFBWTECH,flat_base,2023-04-04,2023-05-09,35,2022-12-20,2023-08-22,7/14/2023,False
ETFBM40TR,ETFBM40TR,ascending_channel,2023-04-10,2023-06-01,52,2022-11-05,2023-11-04,7/14/2023,False
NWG,NEWAG (NWG),descending_triangle,2023-06-16,2023-07-12,26,2023-03-30,2023-09-28,7/14/2023,False
MWIG40,MWIG40,rising_wedge,2023-06-09,2023-07-05,26,2023-03-23,2023-09-21,7/14/2023,False
NWG,NEWAG (NWG),triangle,2023-06-19,2023-07-05,16,2023-05-02,2023-08-22,7/14/2023,False
,WIG-LEKI,descending_triangle,2023-06-05,2023-07-11,36,2023-02-17,2023-10-27,7/14/2023,False
,WIG-BUDOW,ascending_triangle,2023-06-17,2023-07-04,17,2023-04-27,2023-08-24,7/14/2023,False
WIGDIV,WIGDIV,ascending_triangle,2023-06-14,2023-07-05,21,2023-04-12,2023-09-06,7/14/2023,False
ETFBWTECH,ETFBWTECH,rising_wedge,2023-06-09,2023-06-26,17,2023-04-19,2023-08-16,,False
WIGDIV,WIGDIV,rising_wedge,2023-06-05,2023-06-21,16,2023-04-18,2023-08-08,7/14/2023,False
CRM,CORMAY (CRM),resistance,2023-06-21,2023-07-13,22,2023-04-16,2023-09-17,,False
ERB,ERBUD (ERB),uptrend,2023-05-03,2023-07-14,72,2022-09-29,2024-02-15,,False
ERB,ERBUD (ERB),uptrend,2023-03-19,2023-07-14,117,2022-04-02,2024-06-29,,False
GIF,GAMFACTOR (GIF),uptrend,2023-06-02,2023-07-14,42,2023-01-27,2023-11-17,,False
GTC,GTC,resistance,2023-03-22,2023-04-12,21,2023-01-18,2023-06-14,,False
MAB,MABION (MAB),downtrend,2023-03-27,2023-07-13,108,2022-05-07,2024-06-01,,False
UNI,UNIBEP (UNI),downtrend,2023-05-24,2023-07-12,49,2022-12-28,2023-12-06,,False
VVD,VIVID (VVD),resistance,2023-04-12,2023-07-14,93,2022-07-07,2024-04-18,,False
XTP,XTPL (XTP),vertical_run_up,2023-06-02,2023-06-06,4,2023-05-21,2023-06-18,,False
,WIG-BANKI,vertical_run_up,2023-04-11,2023-04-20,9,2023-03-15,2023-05-17,7/13/2023,False
ETFBW20LV,ETFBW20LV,double_top,2023-05-07,2023-05-17,10,2023-04-07,2023-06-16,7/13/2023,False
DBC,DEBICA (DBC),double_top,2023-05-16,2023-05-31,15,2023-04-01,2023-07-15,7/13/2023,False
,WIG-POLAND,double_top,2023-01-27,2023-03-08,40,2022-09-29,2023-07-06,7/13/2023,False
CRJ,CREEPYJAR (CRJ),double_bottom,2023-05-08,2023-05-19,11,2023-04-05,2023-06-21,,False
STP,STALPROD (STP),ascending_channel,2023-04-17,2023-05-29,42,2022-12-12,2023-10-02,7/13/2023,False
,WIG-BUDOW,flat_base,2023-05-30,2023-06-28,29,2023-03-04,2023-09-23,7/13/2023,False
,WIG-LEKI,h&s_bottom,2023-03-22,2023-04-03,12,2023-02-14,2023-05-09,7/13/2023,False
,WIG-SPOZYW,double_bottom,2023-05-31,2023-06-22,22,2023-03-26,2023-08-27,,False
,WIG-SPOZYW,falling_wedge,2023-06-19,2023-07-03,14,2023-05-08,2023-08-14,7/13/2023,False
,WIG-LEKI,descending_triangle,2023-05-25,2023-06-08,14,2023-04-13,2023-07-20,7/13/2023,False
AGT,AGROTON (AGT),support,2023-06-02,2023-06-26,24,2023-03-22,2023-09-06,,False
ENA,ENEA (ENA),resistance,2023-06-14,2023-07-07,23,2023-04-06,2023-09-14,,False
KGH,KGHM (KGH),downtrend,2023-04-07,2023-06-19,73,2022-08-31,2024-01-24,,False
,WIG-GORNIC,downtrend,2023-04-10,2023-06-19,70,2022-09-12,2024-01-15,,False
IPO,INTERSPPL (IPO),vertical_run_up,2023-04-10,2023-04-14,4,2023-03-29,2023-04-26,,False
MIL,MILLENNIUM (MIL),vertical_run_up,2023-06-16,2023-06-27,11,2023-05-14,2023-07-30,,False
,WIG-ODZIEZ,vertical_run_up,2023-06-05,2023-06-13,8,2023-05-12,2023-07-07,,False
DOM,DOMDEV (DOM),rising_wedge,2023-03-02,2023-03-31,29,2022-12-05,2023-06-26,7/12/2023,False
CLN,CLNPHARMA (CLN),rising_wedge,2023-05-09,2023-06-21,43,2022-12-31,2023-10-28,,False
MBK,MBANK (MBK),double_top,2023-06-21,2023-06-28,7,2023-05-31,2023-07-19,,False
CLN,CLNPHARMA (CLN),double_top,2023-06-04,2023-06-16,12,2023-04-29,2023-07-22,,False
,WIG-MEDIA,rising_wedge,2022-11-18,2023-02-28,102,2022-01-16,2023-12-31,7/12/2023,False
,WIG-MEDIA,vertical_run_up,2023-02-28,2023-03-08,8,2023-02-04,2023-04-01,7/12/2023,False
WPL,WIRTUALNA (WPL),rising_wedge,2023-04-01,2023-04-27,26,2023-01-13,2023-07-14,7/12/2023,False
ALR,ALIOR (ALR),rising_wedge,2023-06-10,2023-06-27,17,2023-04-20,2023-08-17,7/12/2023,False
MWIG40,MWIG40,vertical_run_up,2023-01-01,2023-01-11,10,2022-12-02,2023-02-10,7/12/2023,False
RFK,RAFAKO (RFK),triangle,2023-06-05,2023-06-19,14,2023-04-24,2023-07-31,7/12/2023,False
CAR,INTERCARS (CAR),rising_wedge,2023-05-12,2023-06-06,25,2023-02-26,2023-08-20,7/12/2023,False
CLN,CLNPHARMA (CLN),double_bottom,2023-03-24,2023-04-06,13,2023-02-13,2023-05-15,7/12/2023,False
BHW,HANDLOWY (BHW),flag,2023-06-06,2023-07-07,31,2023-03-05,2023-10-08,,False
WWL,WAWEL (WWL),rising_wedge,2023-05-26,2023-06-30,35,2023-02-10,2023-10-13,7/12/2023,False
WIG,WIG,double_top,2023-05-06,2023-05-17,11,2023-04-03,2023-06-19,7/12/2023,False
MWIG40,MWIG40,flat_base,2023-04-02,2023-05-19,47,2022-11-12,2023-10-07,7/12/2023,False
,WIG-LEKI,double_bottom,2023-04-28,2023-07-07,70,2022-09-30,2024-02-02,,False
WWL,WAWEL (WWL),flag,2023-05-18,2023-06-30,43,2023-01-09,2023-11-06,7/12/2023,False
,WIG-LEKI,double_bottom,2023-04-11,2023-05-12,31,2023-01-08,2023-08-13,,False
WWL,WAWEL (WWL),rising_wedge,2023-05-31,2023-06-23,23,2023-03-23,2023-08-31,7/12/2023,False
MWIG40,MWIG40,rising_wedge,2023-04-26,2023-06-01,36,2023-01-08,2023-09-17,7/12/2023,False
EAT,AMREST (EAT),triangle,2023-06-18,2023-07-03,15,2023-05-04,2023-08-17,7/12/2023,False
,WIG-POLAND,rising_wedge,2023-05-05,2023-05-26,21,2023-03-03,2023-07-28,7/12/2023,False
,WIG-LEKI,rising_wedge,2023-04-05,2023-04-19,14,2023-02-22,2023-05-31,,False
GTC,GTC,falling_wedge,2023-04-16,2023-06-02,47,2022-11-26,2023-10-21,7/12/2023,False
GTC,GTC,falling_wedge,2023-05-05,2023-06-15,41,2023-01-02,2023-10-16,7/12/2023,False
ETFBM40TR,ETFBM40TR,rising_wedge,2023-06-05,2023-06-23,18,2023-04-12,2023-08-16,7/12/2023,False
,WIG-LEKI,flat_base,2023-04-26,2023-05-24,28,2023-02-01,2023-08-16,,False
,WIG-LEKI,descending_triangle,2023-05-06,2023-05-18,12,2023-03-31,2023-06-23,7/12/2023,False
SWIG80,SWIG80,ascending_triangle,2023-06-02,2023-07-05,33,2023-02-23,2023-10-12,,False
,WIG-INFO,double_bottom,2023-06-05,2023-06-14,9,2023-05-09,2023-07-11,7/12/2023,False
,WIG-LEKI,ascending_triangle,2023-05-09,2023-05-19,10,2023-04-09,2023-06-18,7/12/2023,False
,WIG-LEKI,falling_wedge,2023-05-30,2023-06-12,13,2023-04-21,2023-07-21,7/12/2023,False
,WIG-LEKI,descending_channel,2023-05-27,2023-06-08,12,2023-04-21,2023-07-14,7/12/2023,False
SWIG80,SWIG80,inverted_triangle,2023-04-26,2023-05-11,15,2023-03-12,2023-06-25,7/12/2023,False
SWIG80,SWIG80,descending_triangle,2023-06-16,2023-06-28,12,2023-05-11,2023-08-03,7/12/2023,False
AMB,AMBRA (AMB),uptrend,2023-04-17,2023-06-23,67,2022-09-28,2024-01-10,,False
NWG,NEWAG (NWG),support,2023-04-30,2023-07-12,73,2022-09-23,2024-02-16,,False
PGE,PGE,uptrend,2023-05-25,2023-07-12,48,2023-01-01,2023-12-03,,False
PLW,PLAYWAY (PLW),downtrend,2023-05-06,2023-06-30,55,2022-11-22,2023-12-12,,False
,WIG-LEKI,resistance,2023-04-26,2023-05-24,28,2023-02-01,2023-08-16,,False
XTP,XTPL (XTP),vertical_run_up,2023-03-17,2023-03-23,6,2023-02-27,2023-04-10,7/11/2023,False
FTE,FORTE (FTE),triangle,2023-04-19,2023-07-07,79,2022-08-25,2024-02-29,,False
SLV,SELVITA (SLV),falling_wedge,2023-04-20,2023-07-10,81,2022-08-20,2024-03-09,,False
LVC,LIVECHAT (LVC),falling_wedge,2023-05-23,2023-06-27,35,2023-02-07,2023-10-10,7/11/2023,False
KTY,KETY (KTY),rising_wedge,2023-04-02,2023-05-10,38,2022-12-09,2023-09-01,7/11/2023,False
BBT,BOOMBIT (BBT),double_bottom,2023-06-21,2023-07-05,14,2023-05-10,2023-08-16,,False
APR,AUTOPARTN (APR),flat_base,2023-05-07,2023-06-13,37,2023-01-16,2023-10-02,7/11/2023,False
,WIG-NRCHOM,double_top,2023-06-02,2023-06-12,10,2023-05-03,2023-07-12,7/11/2023,False
LVC,LIVECHAT (LVC),double_bottom,2023-06-15,2023-06-21,6,2023-05-28,2023-07-09,7/11/2023,False
,WIG-POLAND,rising_wedge,2023-05-09,2023-06-19,41,2023-01-06,2023-10-20,,False
XTP,XTPL (XTP),descending_triangle,2023-06-27,2023-07-10,13,2023-05-19,2023-08-18,7/11/2023,False
FTE,FORTE (FTE),falling_wedge,2023-06-02,2023-06-19,17,2023-04-12,2023-08-09,7/11/2023,False
WWL,WAWEL (WWL),rising_wedge,2023-05-27,2023-06-20,24,2023-03-16,2023-08-31,7/11/2023,False
VVD,VIVID (VVD),triangle,2023-06-11,2023-07-06,25,2023-03-28,2023-09-19,7/11/2023,False
VVD,VIVID (VVD),ascending_triangle,2023-06-11,2023-07-06,25,2023-03-28,2023-09-19,7/11/2023,False
CRJ,CREEPYJAR (CRJ),rising_wedge,2023-05-17,2023-06-15,29,2023-02-19,2023-09-10,7/11/2023,False
FTE,FORTE (FTE),double_bottom,2023-06-22,2023-07-11,19,2023-04-26,2023-09-06,7/11/2023,False
VVD,VIVID (VVD),descending_triangle,2023-06-05,2023-06-15,10,2023-05-06,2023-07-15,7/11/2023,False
WIGDIV,WIGDIV,rising_wedge,2023-05-02,2023-05-29,27,2023-02-10,2023-08-18,7/11/2023,False
,WIG-MEDIA,rising_wedge,2023-06-19,2023-07-03,14,2023-05-08,2023-08-14,7/11/2023,False
,WIG-UKRAIN,descending_triangle,2023-06-24,2023-07-07,13,2023-05-16,2023-08-15,7/11/2023,False
BBT,BOOMBIT (BBT),support,2023-06-12,2023-07-05,23,2023-04-04,2023-09-12,,False
SLV,SELVITA (SLV),downtrend,2023-04-17,2023-07-10,84,2022-08-08,2024-03-18,,False
SWIG80,SWIG80,resistance,2023-06-02,2023-07-05,33,2023-02-23,2023-10-12,,False
,WIG-LEKI,support,2023-05-05,2023-07-11,67,2022-10-16,2024-01-28,,False
ZUE,ZUE,rising_wedge,2023-04-15,2023-06-06,52,2022-11-10,2023-11-09,,False
SNX,SUNEX (SNX),double_bottom,2023-06-10,2023-06-30,20,2023-04-11,2023-08-29,7/10/2023,False
ING,INGBSK (ING),rising_wedge,2022-11-26,2023-02-27,93,2022-02-20,2023-12-03,,False
MON,MONNARI (MON),rising_wedge,2023-03-14,2023-05-08,55,2022-09-30,2023-10-20,,False
CTX,CAPTORTX (CTX),rising_wedge,2023-04-03,2023-04-18,15,2023-02-17,2023-06-02,7/10/2023,False
ETFBM40TR,ETFBM40TR,vertical_run_up,2023-01-01,2023-01-09,8,2022-12-08,2023-02-02,7/10/2023,False
ATD,ATENDE (ATD),double_top,2023-05-27,2023-06-06,10,2023-04-27,2023-07-06,7/10/2023,False
RFK,RAFAKO (RFK),double_bottom,2023-06-05,2023-06-13,8,2023-05-12,2023-07-07,7/10/2023,False
ING,INGBSK (ING),ascending_channel,2023-05-20,2023-06-21,32,2023-02-13,2023-09-25,,False
MWIG40,MWIG40,h&s_top,2023-02-03,2023-02-27,24,2022-11-23,2023-05-10,7/10/2023,False
MWIG40,MWIG40,double_top,2023-01-19,2023-02-10,22,2022-11-14,2023-04-17,7/10/2023,False
ETFBM40TR,ETFBM40TR,h&s_top,2023-02-28,2023-03-22,22,2022-12-24,2023-05-27,7/10/2023,False
CAR,INTERCARS (CAR),falling_wedge,2023-04-06,2023-05-23,47,2022-11-16,2023-10-11,7/10/2023,False
,WIG-SPOZYW,falling_wedge,2023-05-27,2023-07-06,40,2023-01-27,2023-11-03,,False
WPL,WIRTUALNA (WPL),falling_wedge,2023-05-26,2023-06-21,26,2023-03-09,2023-09-07,7/10/2023,False
WPL,WIRTUALNA (WPL),falling_wedge,2023-06-07,2023-06-21,14,2023-04-26,2023-08-02,7/10/2023,False
MWIG40,MWIG40,inverted_triangle,2023-04-30,2023-05-12,12,2023-03-25,2023-06-17,7/10/2023,False
MWIG40,MWIG40,rising_wedge,2023-06-09,2023-06-27,18,2023-04-16,2023-08-20,7/10/2023,False
,WIG-MEDIA,ascending_channel,2023-06-17,2023-06-28,11,2023-05-15,2023-07-31,7/10/2023,False
QRS,QUERCUS (QRS),uptrend,2023-04-28,2023-06-30,63,2022-10-21,2024-01-05,,False
,WIG-SPOZYW,downtrend,2023-05-27,2023-07-06,40,2023-01-27,2023-11-03,,False
,WIG-MOTO,double_top,2023-04-22,2023-07-05,74,2022-09-12,2024-02-12,,False
CRJ,CREEPYJAR (CRJ),h&s_top,2023-03-15,2023-06-13,90,2022-06-18,2024-03-09,,False
JSW,JSW,double_bottom,2023-05-21,2023-06-01,11,2023-04-18,2023-07-04,,False
,WIG-MOTO,vertical_run_up,2023-06-23,2023-07-04,11,2023-05-21,2023-08-06,,False
CLN,CLNPHARMA (CLN),ascending_channel,2023-05-12,2023-07-18,67,2022-10-23,2024-02-04,,False
JSW,JSW,flat_base,2023-05-19,2023-06-13,25,2023-03-05,2023-08-27,,False
WIGDIV,WIGDIV,double_top,2023-03-17,2023-04-04,18,2023-01-22,2023-05-28,7/7/2023,False
OPL,ORANGEPL (OPL),falling_wedge,2023-06-11,2023-07-06,25,2023-03-28,2023-09-19,,False
MWIG40,MWIG40,double_top,2023-01-15,2023-01-25,10,2022-12-16,2023-02-24,7/7/2023,False
AML,ALUMETAL (AML),triangle,2023-06-17,2023-07-04,17,2023-04-27,2023-08-24,,False
XTB,XTB,rising_wedge,2023-06-21,2023-07-03,12,2023-05-16,2023-08-08,7/7/2023,False
ETFBM40TR,ETFBM40TR,inverted_triangle,2023-04-27,2023-05-12,15,2023-03-13,2023-06-26,7/7/2023,False
,WIG-BUDOW,rising_wedge,2023-06-12,2023-06-28,16,2023-04-25,2023-08-15,7/7/2023,False
ACT,ACTION (ACT),support,2023-04-21,2023-07-07,77,2022-09-02,2024-02-23,,False
BDX,BUDIMEX (BDX),resistance,2023-06-04,2023-07-04,30,2023-03-06,2023-10-02,,False
BDX,BUDIMEX (BDX),uptrend,2023-04-14,2023-07-07,84,2022-08-05,2024-03-15,,False
CLN,CLNPHARMA (CLN),uptrend,2023-05-13,2023-07-03,51,2022-12-11,2023-12-03,,False
FTE,FORTE (FTE),downtrend,2023-04-27,2023-07-06,70,2022-09-29,2024-02-01,,False
GTC,GTC,downtrend,2023-05-01,2023-07-04,64,2022-10-21,2024-01-12,,False
SGN,SYGNITY (SGN),vertical_run_up,2023-04-03,2023-04-11,8,2023-03-10,2023-05-05,,False
TPE,TAURONPE (TPE),double_top,2023-06-01,2023-06-12,11,2023-04-29,2023-07-15,7/6/2023,False
3RG,3RGAMES (3RG),flat_base,2023-04-18,2023-05-17,29,2023-01-21,2023-08-12,,False
3RG,3RGAMES (3RG),double_top,2023-04-08,2023-04-28,20,2023-02-07,2023-06-27,,False
PHN,PHN,double_bottom,2023-04-17,2023-06-16,60,2022-10-19,2023-12-13,,False
AMC,AMICA (AMC),ascending_triangle,2023-04-22,2023-07-26,95,2022-07-11,2024-05-06,,False
3RG,3RGAMES (3RG),double_top,2023-04-30,2023-05-17,17,2023-03-10,2023-07-07,,False
TEN,TSGAMES (TEN),rising_wedge,2023-06-01,2023-06-23,22,2023-03-27,2023-08-28,7/6/2023,False
TEN,TSGAMES (TEN),triangle,2023-05-01,2023-05-15,14,2023-03-20,2023-06-26,7/6/2023,False
AGT,AGROTON (AGT),ascending_channel,2023-05-01,2023-05-17,16,2023-03-14,2023-07-04,7/6/2023,False
PKP,PKPCARGO (PKP),falling_wedge,2023-06-05,2023-06-15,10,2023-05-06,2023-07-15,7/6/2023,False
ALE,ALLEGRO (ALE),triangle,2023-06-20,2023-07-05,15,2023-05-06,2023-08-19,,False
,WIG-LEKI,descending_triangle,2023-06-16,2023-06-30,14,2023-05-05,2023-08-11,7/6/2023,False
,WIG-LEKI,ascending_triangle,2023-06-12,2023-06-29,17,2023-04-22,2023-08-19,7/6/2023,False
,WIG-LEKI,inverted_triangle,2023-06-19,2023-06-29,10,2023-05-20,2023-07-29,7/6/2023,False
PGE,PGE,uptrend,2023-04-29,2023-06-28,60,2022-10-31,2023-12-25,,False
DAT,DATAWALK (DAT),double_bottom,2023-04-28,2023-06-23,56,2022-11-11,2023-12-08,,False
DAT,DATAWALK (DAT),vertical_run_up,2023-04-15,2023-04-18,3,2023-04-06,2023-04-27,,False
DOM,DOMDEV (DOM),double_top,2023-05-01,2023-05-22,21,2023-02-27,2023-07-24,,False
,WIG-ODZIEZ,rising_wedge,2023-05-19,2023-07-03,45,2023-01-04,2023-11-15,,False
OPN,OPONEO.PL (OPN),h&s_top,2023-05-11,2023-06-14,34,2023-01-29,2023-09-24,,False
ZEP,ZEPAK (ZEP),falling_wedge,2023-04-29,2023-06-16,48,2022-12-06,2023-11-07,,False
ZEP,ZEPAK (ZEP),falling_wedge,2023-05-05,2023-07-03,59,2022-11-09,2023-12-27,,False
BAH,BAHOLDING (BAH),flat_base,2023-02-19,2023-04-25,65,2022-08-08,2023-11-06,7/5/2023,False
LWB,BOGDANKA (LWB),double_bottom,2023-04-14,2023-05-08,24,2023-02-01,2023-07-19,,False
BAH,BAHOLDING (BAH),rising_wedge,2023-04-04,2023-05-18,44,2022-11-23,2023-09-27,7/5/2023,False
ZEP,ZEPAK (ZEP),descending_channel,2023-05-01,2023-06-16,46,2022-12-14,2023-11-01,,False
PXM,POLIMEXMS (PXM),flat_base,2023-04-21,2023-05-24,33,2023-01-12,2023-08-31,7/5/2023,False
PXM,POLIMEXMS (PXM),double_bottom,2023-04-06,2023-04-27,21,2023-02-02,2023-06-29,7/5/2023,False
PXM,POLIMEXMS (PXM),triangle,2023-06-08,2023-06-21,13,2023-04-30,2023-07-30,7/5/2023,False
PXM,POLIMEXMS (PXM),double_bottom,2023-06-06,2023-06-13,7,2023-05-16,2023-07-04,7/5/2023,False
SNX,SUNEX (SNX),double_bottom,2023-06-24,2023-06-30,6,2023-06-06,2023-07-18,7/5/2023,False
XTP,XTPL (XTP),triangle,2023-06-27,2023-07-10,13,2023-05-19,2023-08-18,,False
ZAP,PULAWY (ZAP),flag,2023-06-04,2023-06-26,22,2023-03-30,2023-08-31,7/5/2023,False
MON,MONNARI (MON),descending_triangle,2023-05-28,2023-06-13,16,2023-04-10,2023-07-31,7/5/2023,False
ZEP,ZEPAK (ZEP),falling_wedge,2023-05-27,2023-06-16,20,2023-03-28,2023-08-15,7/5/2023,False
MON,MONNARI (MON),falling_wedge,2023-06-06,2023-06-30,24,2023-03-26,2023-09-10,7/5/2023,False
